  0.999506533       3.14107612E-02
  0.998026729       6.27905205E-02
  0.995561957       9.41083208E-02
  0.992114663      0.125333235    
  0.987688303      0.156434476    
  0.982287228      0.187381327    
  0.975916743      0.218143255    
  0.968583107      0.248689905    
  0.960293710      0.278991133    
  0.951056480      0.309017003    
  0.940880775      0.338737935    
  0.929776490      0.368124574    
  0.917754650      0.397147894    
  0.904827058      0.425779313    
  0.891006589      0.453990519    
  0.876306713      0.481753707    
  0.860742092      0.509041429    
  0.844327927      0.535826862    
  0.827080548      0.562083364    
  0.809016943      0.587785244    
  0.790154994      0.612907052    
  0.770513177      0.637424052    
  0.750111043      0.661311924    
  0.728968561      0.684547186    
  0.707106769      0.707106769    
  0.684547067      0.728968620    
  0.661311805      0.750111103    
  0.637423933      0.770513296    
  0.612906992      0.790155053    
  0.587785244      0.809017003    
  0.562083304      0.827080607    
  0.535826743      0.844327927    
  0.509041369      0.860742092    
  0.481753588      0.876306713    
  0.453990430      0.891006589    
  0.425779223      0.904827118    
  0.397147804      0.917754650    
  0.368124545      0.929776490    
  0.338737905      0.940880775    
  0.309016973      0.951056480    
  0.278991073      0.960293710    
  0.248689845      0.968583107    
  0.218143165      0.975916743    
  0.187381223      0.982287288    
  0.156434372      0.987688363    
  0.125333115      0.992114663    
   9.41081867E-02  0.995561957    
   6.27903789E-02  0.998026729    
   3.14107276E-02  0.999506533    
  -4.37113883E-08   1.00000000    
  -3.14108171E-02  0.999506533    
  -6.27905875E-02  0.998026669    
  -9.41083953E-02  0.995561898    
 -0.125333324      0.992114663    
 -0.156434566      0.987688303    
 -0.187381431      0.982287169    
 -0.218143374      0.975916743    
 -0.248690009      0.968583107    
 -0.278991133      0.960293651    
 -0.309017032      0.951056480    
 -0.338737965      0.940880775    
 -0.368124604      0.929776430    
 -0.397147954      0.917754591    
 -0.425779372      0.904826999    
 -0.453990579      0.891006470    
 -0.481753796      0.876306593    
 -0.509041548      0.860741973    
 -0.535826921      0.844327807    
 -0.562083542      0.827080488    
 -0.587785423      0.809016883    
 -0.612907231      0.790154874    
 -0.637424171      0.770513117    
 -0.661312044      0.750110924    
 -0.684547305      0.728968501    
 -0.707106769      0.707106769    
 -0.728968620      0.684547126    
 -0.750111103      0.661311865    
 -0.770513296      0.637423992    
 -0.790155053      0.612907052    
 -0.809017062      0.587785244    
 -0.827080607      0.562083304    
 -0.844327927      0.535826743    
 -0.860742092      0.509041369    
 -0.876306713      0.481753588    
 -0.891006589      0.453990370    
 -0.904827118      0.425779164    
 -0.917754650      0.397147745    
 -0.929776549      0.368124396    
 -0.940880775      0.338737756    
 -0.951056600      0.309016794    
 -0.960293710      0.278990895    
 -0.968583226      0.248689666    
 -0.975916803      0.218143016    
 -0.982287288      0.187381074    
 -0.987688363      0.156434208    
 -0.992114723      0.125332966    
 -0.995561957       9.41082612E-02
 -0.998026729       6.27904534E-02
 -0.999506533       3.14106867E-02
  -1.00000000      -8.74227766E-08
 -0.999506533      -3.14108580E-02
 -0.998026669      -6.27906322E-02
 -0.995561898      -9.41084400E-02
 -0.992114663     -0.125333369    
 -0.987688303     -0.156434610    
 -0.982287169     -0.187381476    
 -0.975916743     -0.218143418    
 -0.968583107     -0.248690069    
 -0.960293651     -0.278991312    
 -0.951056480     -0.309017211    
 -0.940880716     -0.338738143    
 -0.929776430     -0.368124783    
 -0.917754531     -0.397148132    
 -0.904826939     -0.425779521    
 -0.891006351     -0.453990757    
 -0.876306534     -0.481753916    
 -0.860741854     -0.509041667    
 -0.844327927     -0.535826862    
 -0.827080548     -0.562083423    
 -0.809016943     -0.587785304    
 -0.790154934     -0.612907112    
 -0.770513177     -0.637424052    
 -0.750110984     -0.661311924    
 -0.728968501     -0.684547186    
 -0.707106650     -0.707106888    
 -0.684546947     -0.728968740    
 -0.661311746     -0.750111163    
 -0.637423813     -0.770513356    
 -0.612906873     -0.790155113    
 -0.587785065     -0.809017122    
 -0.562083185     -0.827080727    
 -0.535826564     -0.844328046    
 -0.509041190     -0.860742211    
 -0.481753439     -0.876306832    
 -0.453990251     -0.891006708    
 -0.425779015     -0.904827237    
 -0.397147596     -0.917754769    
 -0.368124247     -0.929776609    
 -0.338737607     -0.940880895    
 -0.309016675     -0.951056659    
 -0.278990746     -0.960293770    
 -0.248689532     -0.968583226    
